title,authors,year,venue,entry_type,doi,url,source_files,dup_count,norm_title
Improving IR-based Bug Localization with Semantics-Driven Query Reduction,Asif Mohammed Samir and Mohammad Masudur Rahman,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:281842608,papers_10.bib+papers_11.bib,2,improving ir based bug localization with semantics driven query reduction
In Line with Context: Repository-Level Code Generation via Context Inlining,Chao Hu and Wenhao Zeng and Yuling Shi and Bei-Jun Shen and Xiao-Dong Gu,2026,Proceedings of the ACM on Software Engineering,article,,https://api.semanticscholar.org/CorpusId:284475487,papers_5.bib,1,in line with context repository level code generation via context inlining
IncBL: Incremental Bug Localization,Zhou Yang and Jieke Shi and Shaowei Wang and D. Lo,2021,2021 36th IEEE/ACM International Conference on Automated Software Engineering (ASE),article,,https://api.semanticscholar.org/CorpusId:235421861,papers_10.bib+papers_11.bib,2,incbl incremental bug localization
Incorporating version histories in Information Retrieval based bug localization,Bunyamin Sisman and A. Kak,2012,2012 9th IEEE Working Conference on Mining Software Repositories (MSR),article,,http://dl.acm.org/citation.cfm?id=2664454,papers_10.bib+papers_11.bib,2,incorporating version histories in information retrieval based bug localization
Indexing Cost Sensitive Prediction,L. Battle and Edward Benson and Aditya G. Parameswaran and Eugene Wu,2014,ArXiv,article,,https://api.semanticscholar.org/CorpusId:8007449,papers_15.bib,1,indexing cost sensitive prediction
Industry-Scale IR-Based Bug Localization: A Perspective from Facebook,V. Murali and Lee Gross and Rebecca Qian and S. Chandra,2020,2021 IEEE/ACM 43rd International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),article,,https://api.semanticscholar.org/CorpusId:224803856,papers_10.bib+papers_11.bib,2,industry scale ir based bug localization a perspective from facebook
InfCode-C++: Intent-Guided Semantic Retrieval and AST-Structured Search for C++ Issue Resolution,Qingao Dong and Meng-Fei Wang and He Zhang and Zhichao Li and Yuan Yuan and Mu Li and Xiang Gao and Hai-Long Sun and Chunming Hu and Weifeng Lv,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:283109827,papers_6.bib,1,infcode c intent guided semantic retrieval and ast structured search for c issue resolution
Information propagation through a dependency network model,B. Drabble,2012,2012 International Conference on Collaboration Technologies and Systems (CTS),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=6261059,papers_9.bib,1,information propagation through a dependency network model
Information retrieval and spectrum based bug localization: better together,Tien-Duy B. Le and R. J. Oentaryo and D. Lo,2015,Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering,article,,http://dl.acm.org/citation.cfm?id=2786880,papers_10.bib+papers_11.bib,2,information retrieval and spectrum based bug localization better together
INFORMATION RETRIEVAL BUG LOCALIZATION WITH WAVELETS ANALYSIS,Zouairi S and Abdi M. K.,2021,ICTACT Journal on Soft Computing,article,,https://api.semanticscholar.org/CorpusId:273665875,papers_10.bib+papers_11.bib,2,information retrieval bug localization with wavelets analysis
Information-Theoretic Limits of Node Localization under Hybrid Graph Positional Encodings,Zi-Mo Yan and Zheng Xie and Chang Liu and Yiqin Lv and Run-Fan Duan,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:286789590,papers_4.bib,1,information theoretic limits of node localization under hybrid graph positional encodings
"Initialization of a Polyharmonic Cascade, Launch and Testing",Yuriy N. Bakhvalov,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:284078527,papers_15.bib,1,initialization of a polyharmonic cascade launch and testing
Innovative Approaches to Impact Analysis of Requirement Changes using LLM in Software Projects,Denny Sagita Rusdianto and Hadziq Fabroyir and Umi Laili Yuhana,2024,2024 IEEE International Symposium on Consumer Technology (ISCT),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=10791169,papers_8.bib,1,innovative approaches to impact analysis of requirement changes using llm in software projects
Integrated impact analysis for managing software changes,Malcom Gethers and Bogdan Dit and Huzefa H. Kagdi and D. Poshyvanyk,2012,2012 34th International Conference on Software Engineering (ICSE),article,,http://dl.acm.org/citation.cfm?id=2337274,papers_12.bib,1,integrated impact analysis for managing software changes
Integrating conceptual and logical couplings for change impact analysis in software,Huzefa H. Kagdi and Malcom Gethers and D. Poshyvanyk,2012,Empirical Software Engineering,article,,https://doi.org/10.1007/s10664-012-9233-9,papers_7.bib+papers_8.bib,2,integrating conceptual and logical couplings for change impact analysis in software
Intelligent Systems in Motion: A Comprehensive Review on Multi-Sensor Fusion and Information Processing From Sensing to Navigation in Path Planning,Yiyi Cai and Tuan-Fa Qin and Yang Ou and Rui Wei,2023,Int. J. Semantic Web Inf. Syst.,article,,https://api.semanticscholar.org/CorpusId:264945688,papers_13.bib,1,intelligent systems in motion a comprehensive review on multi sensor fusion and information processing from sensing to navigation in path planning
InternEvo: Efficient Long-sequence Large Language Model Training via Hybrid Parallelism and Redundant Sharding,Qiaoling Chen and Diandian Gu and Guoteng Wang and Xun Chen and Yingtong Xiong and Ting Huang and Qi Hu and Xin Jin and Yonggang Wen and Tianwei Zhang and Peng Sun,2024,ArXiv,article,,https://api.semanticscholar.org/CorpusId:267027729,papers_15.bib,1,internevo efficient long sequence large language model training via hybrid parallelism and redundant sharding
"Interpretation, Learning, and Empathy as One Constraint: A Residual-Adequacy Architecture with Accountable Abstention",Chainarong Amornbunchornvej,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:288670632,papers_16.bib,1,interpretation learning and empathy as one constraint a residual adequacy architecture with accountable abstention
Interprocedural Semantic Change-Impact Analysis using Equivalence Relations,A. Gyori and Shuvendu K. Lahiri and Nimrod Partush,2016,ArXiv,article,,https://api.semanticscholar.org/CorpusId:13451464,papers_7.bib+papers_8.bib,2,interprocedural semantic change impact analysis using equivalence relations
Is Code Co-Committal an Indicator of Evolutionary Coupling in Software Repositories?,Niall Price and David Cutting and Vahid Garousi,2026,Softw.,article,,https://api.semanticscholar.org/CorpusId:286317382,papers_8.bib,1,is code co committal an indicator of evolutionary coupling in software repositories
Isometric Propagation Network for Generalized Zero-shot Learning,Lu Liu and Tianyi Zhou and Guodong Long and Jing Jiang and Xuanyi Dong and Chengqi Zhang,2021,ArXiv,article,,https://arxiv.org/pdf/2102.02038.pdf,papers_9.bib,1,isometric propagation network for generalized zero shot learning
Issue Localization via LLM-Driven Iterative Code Graph Searching,Zhonghao Jiang and Xiao-Xue Ren and Meng Yan and Wei Jiang and Yong Li and Zhongxin Liu,2025,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),article,,https://api.semanticscholar.org/CorpusId:277435713,papers_14.bib,1,issue localization via llm driven iterative code graph searching
IssueExec: A Test-Driven Approach for Localizing Software Engineering Issues,Jiawei Liu and Yun Lin and Chenyan Liu and Yu-Hao Qian and Yi-Ming Liu and Jiaxin Chang and Weinan Zhang and Lin-Peng Huang,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:290377303,papers_14.bib+papers_6.bib,2,issueexec a test driven approach for localizing software engineering issues
Just-In-Time Defect Identification and Localization: A Two-Phase Framework,Meng Yan and Xin Xia and Yuanrui Fan and A. Hassan and David Lo and Shanping Li,2020,IEEE Transactions on Software Engineering,article,,https://api.semanticscholar.org/CorpusId:215890805,papers_10.bib+papers_11.bib,2,just in time defect identification and localization a two phase framework
KGD-GNN: A Knowledge-Guided Graph Neural Network for Myocardial Infarction Localization via 12-lead ECG,Ling Guo and Ying Wu and Nan Ma and Ying An,2025,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=10887796,papers_4.bib,1,kgd gnn a knowledge guided graph neural network for myocardial infarction localization via 12 lead ecg
Know What You Don't Know: Selective Prediction for Early Exit DNNs,D. J. Bajpai and M. Hanawal,2025,2025 5th International Conference on AI-ML-Systems (AIMLSystems),article,,https://api.semanticscholar.org/CorpusId:281315350,papers_16.bib,1,know what you don t know selective prediction for early exit dnns
Knowledge-Graph-Assisted Fault Localization for Cloud-Native Open RAN and Edge Infrastructure,Siva Sudheer Mahadasu and Bhaskara Raju Rallabandi,2023,International Journal of Data Science and IoT Management System,article,,https://doi.org/10.64751/ijdim.2023.v2.n4.1288,papers_13.bib,1,knowledge graph assisted fault localization for cloud native open ran and edge infrastructure
Knowledge Graph Based Repository-Level Code Generation,Mihir Athale and Vishal Vaddina,2025,2025 IEEE/ACM International Workshop on Large Language Models for Code (LLM4Code),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=11028191,papers_5.bib,1,knowledge graph based repository level code generation
Knowledge-Graph-Guided Retrieval-Augmented LLMs for Explainable Root Cause Analysis in Automotive HiL Validation,Hamza Ouarrad and Mohammad Abboush and Andreas Rausch,2026,unknown,inproceedings,,https://arxiv.org/pdf/2608.11277.pdf,papers_4.bib,1,knowledge graph guided retrieval augmented llms for explainable root cause analysis in automotive hil validation
Large Language Model-Based Agents for Software Engineering: A Survey,Jun-Wei Liu and Kaixin Wang and Yi-Xuan Chen and Xin Peng and Zhenpeng Chen and Lingming Zhang and Yiling Lou,2024,ACM Transactions on Software Engineering and Methodology,article,,https://api.semanticscholar.org/CorpusId:272423732,papers_6.bib,1,large language model based agents for software engineering a survey
Large-Scale Evaluation of Method-Level Bug Localization with FinerBench4BL,S. Tsumita and Shinpei Hayashi and S. Amasaki,2023,"2023 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)",article,,https://api.semanticscholar.org/CorpusId:257232366,papers_10.bib+papers_11.bib,2,large scale evaluation of method level bug localization with finerbench4bl
LazyGNN: Large-Scale Graph Neural Networks via Lazy Propagation,Rui Xue and Haoyu Han and MohamadAli Torkamani and Jian Pei and Xiaorui Liu,2023,ArXiv,article,,https://arxiv.org/pdf/2302.01503.pdf,papers_9.bib,1,lazygnn large scale graph neural networks via lazy propagation
Leader-assisted localization approach for a heterogeneous multi-robot system,Thumeera R. Wanasinghe,2017,unknown,inproceedings,,https://research.library.mun.ca/12585/1/thesis.pdf,papers_13.bib,1,leader assisted localization approach for a heterogeneous multi robot system
Learning Adaptive Propagation for Knowledge Graph Reasoning,Yongqi Zhang and Zhanke Zhou and Quanming Yao and X. Chu and Bo Han,2022,ArXiv,article,,https://doi.org/10.48550/arXiv.2205.15319,papers_9.bib,1,learning adaptive propagation for knowledge graph reasoning
Learning Attention Propagation for Compositional Zero-Shot Learning,Muhammad Gul Zain Ali Khan and Muhammad Ferjad Naeem and L. van Gool and A. Pagani and D. Stricker and M. Z. Afzal,2022,2023 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=10030495,papers_9.bib,1,learning attention propagation for compositional zero shot learning
Learning Complexity-Aware Cascades for Deep Pedestrian Detection,Zhaowei Cai and M. Saberian and N. Vasconcelos,2015,2015 IEEE International Conference on Computer Vision (ICCV),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=7410741,papers_15.bib,1,learning complexity aware cascades for deep pedestrian detection
Learning dependency-based change impact predictors using independent change histories,H. Abdeen and Khaled Bali and H. Sahraoui and Bruno Dufour,2015,Inf. Softw. Technol.,article,,https://doi.org/10.1016/j.infsof.2015.07.007,papers_7.bib,1,learning dependency based change impact predictors using independent change histories
Learning from Evolution for Evolution,"Stefan K{\""o}gel and M. Tichy and Abhishek Chakraborty and A. Fay and B. Vogel-Heuser and C. Haubeck and G. Taentzer and Timo Kehrer and J. Ladiges and L. Grunske and Mattias Ulbrich and Safa Bougouffa and Sinem Getir and S. Cha and U. Kelter and W. Lamersdorf and Kiana Busch and R. Heinrich and S. Koch",2019,Managed Software Evolution,inproceedings,,https://api.semanticscholar.org/CorpusId:187139299,papers_8.bib,1,learning from evolution for evolution
Learning how to approve updates to machine learning algorithms in non-stationary settings,Jean Feng,2020,ArXiv,article,,https://api.semanticscholar.org/CorpusId:229156775,papers_16.bib,1,learning how to approve updates to machine learning algorithms in non stationary settings
Learning to Partially Defer for Sequences,S. Rayan and A. Tewari,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:276107734,papers_16.bib,1,learning to partially defer for sequences
Learning to rank relevant files for bug reports using domain knowledge,Xin Ye and Razvan C. Bunescu and Chang Liu,2014,Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,article,,http://dl.acm.org/citation.cfm?id=2635874,papers_10.bib+papers_11.bib,2,learning to rank relevant files for bug reports using domain knowledge
Learning to safely approve updates to machine learning algorithms,Jean Feng,2021,"Proceedings of the Conference on Health, Inference, and Learning",article,,https://api.semanticscholar.org/CorpusId:232327091,papers_16.bib,1,learning to safely approve updates to machine learning algorithms
Learning Tree-Structured Detection Cascades for Heterogeneous Networks of Embedded Devices,Hamid Dadkhahi and Benjamin M Marlin,2016,KDD : proceedings. International Conference on Knowledge Discovery \& Data Mining,article,,https://api.semanticscholar.org/CorpusId:3898509,papers_15.bib,1,learning tree structured detection cascades for heterogeneous networks of embedded devices
Learning with Rejection,Corinna Cortes and Giulia DeSalvo and M. Mohri,2016,International Conference on Algorithmic Learning Theory,inproceedings,,https://doi.org/10.1007/978-3-319-46379-7\_5,papers_15.bib,1,learning with rejection
LEC: Linear Expectation Constraints for False-Discovery Control in Selective Prediction and Routing Systems,Zhiyuan Wang and Aniri and Tianlong Chen and Yue Zhang and H. Shen and Xiaoshuang Shi and Kaidi Xu,2025,ArXiv,article,,https://doi.org/10.48550/arXiv.2512.01556,papers_16.bib,1,lec linear expectation constraints for false discovery control in selective prediction and routing systems
LEC: Linear Expectation Constraints for Selection-Conditioned Risk Control in Selective Prediction and Routing Systems,Zhiyuan Wang and Aniri and Tianlong Chen and Yue Zhang and H. Shen and Xiaoshuang Shi and Kaidi Xu,2025,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:283448802,papers_16.bib,1,lec linear expectation constraints for selection conditioned risk control in selective prediction and routing systems
Left-to-Right Dependency Parsing with Pointer Networks,Daniel Fern{\'a}ndez-Gonz{\'a}lez and Carlos G{\'o}mez-Rodr{\'i}guez,2019,North American Chapter of the Association for Computational Linguistics,inproceedings,,https://api.semanticscholar.org/CorpusId:84187308,papers_9.bib,1,left to right dependency parsing with pointer networks
Leveraging Historical Associations between Requirements and Source Code to Identify Impacted Classes,D. Falessi and Justin Roll and Jin L.C. Guo and J. Cleland-Huang,2018,IEEE Transactions on Software Engineering,article,,https://api.semanticscholar.org/CorpusId:52047122,papers_7.bib+papers_8.bib,2,leveraging historical associations between requirements and source code to identify impacted classes
Leveraging Supervised Label Dependency Propagation for Multi-label Learning,Bin Fu and Guandong Xu and Zhihai Wang and Longbing Cao,2013,2013 IEEE 13th International Conference on Data Mining,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=6729598,papers_9.bib,1,leveraging supervised label dependency propagation for multi label learning
Leveraging Visual Place Recognition to Improve Indoor Positioning with Limited Availability of WiFi Scans,Michał R. Nowicki and P. Skrzypczyński,2019,"Sensors (Basel, Switzerland)",article,,https://api.semanticscholar.org/CorpusId:201631389,papers_13.bib,1,leveraging visual place recognition to improve indoor positioning with limited availability of wifi scans
Lidar-Assisted Visual Localization System Based on Factor Graph Optimization,Xin Li and Shaojie Xin,2024,"2024 4th International Conference on Neural Networks, Information and Communication (NNICE)",article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=10498996,papers_13.bib,1,lidar assisted visual localization system based on factor graph optimization
Lightweight Object-level Topological Semantic Mapping and Long-term Global Localization based on Graph Matching,Fan Wang and Chaofan Zhang and Fulin Tang and Hongkui Jiang and Yihong Wu and Yong Liu,2022,ArXiv,article,,https://api.semanticscholar.org/CorpusId:246016067,papers_13.bib,1,lightweight object level topological semantic mapping and long term global localization based on graph matching
LiLoc: Lifelong Localization using Adaptive Submap Joining and Egocentric Factor Graph,Yixin Fang and Yan-Yan Li and Kun Qian and Federico Tombari and Yue Wang and Gim Hee Lee,2024,2025 IEEE International Conference on Robotics and Automation (ICRA),article,,https://api.semanticscholar.org/CorpusId:272690270,papers_13.bib,1,liloc lifelong localization using adaptive submap joining and egocentric factor graph
Lineage-Aware Semantic Validation and Verified Self-Repair for Reliable Data Pipelines,Li Tang and Qing-Qing Cheng and Qi Guo and Ziruo Ke,2026,2026 10th International Conference on Electronic Information Technology and Computer Engineering (EITCE),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=11634575,papers_14.bib,1,lineage aware semantic validation and verified self repair for reliable data pipelines
Linear Neural Parsing and Hybrid Enhancement for Enhanced Universal Dependencies,G. Attardi and Daniele Sartiano and M. Simi,2020,International Workshop/Conference on Parsing Technologies,inproceedings,,https://api.semanticscholar.org/CorpusId:220057191,papers_9.bib,1,linear neural parsing and hybrid enhancement for enhanced universal dependencies
LLM-Based Automated Diagnosis Of Integration Test Failures At Google,Celal Ziftci and Raymond Liu and Spencer Greene and L. Dalloro,2026,Proceedings of the IEEE/ACM 48th International Conference on Software Engineering: Software Engineering in Practice,article,,https://api.semanticscholar.org/CorpusId:287435946,papers_14.bib,1,llm based automated diagnosis of integration test failures at google
LLM-Driven Cost-Effective Requirements Change Impact Analysis,Romina Etezadi and S. Abualhaija and Chetan Arora and Lionel C. Briand,2025,ACM Transactions on Software Engineering and Methodology,article,,https://api.semanticscholar.org/CorpusId:282738715,papers_7.bib+papers_8.bib,2,llm driven cost effective requirements change impact analysis
Loc2Repair: A Framework for Evaluating the Impact of File-Level Issue Localization in Repo-Level LLM Repair,Mohammad Nour Al Awad and Sergey Ivanov,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:289690853,papers_14.bib,1,loc2repair a framework for evaluating the impact of file level issue localization in repo level llm repair
LocAgent: Graph-Guided LLM Agents for Code Localization,Zhaoling Chen and Xiangru Tang and Gangda Deng and Fang Wu and Jialong Wu and Zhiwei Jiang and Viktor K. Prasanna and Arman Cohan and Xingyao Wang,2025,Annual Meeting of the Association for Computational Linguistics,inproceedings,,https://arxiv.org/pdf/2503.09089.pdf,papers_14.bib+papers_4.bib,2,locagent graph guided llm agents for code localization
Localization with Graph Diffusion Property,Pengpeng Chen and Yuqing Yin and Shouwan Gao and Qiang Niu and Jun Gu,2017,"Sensors (Basel, Switzerland)",article,,https://api.semanticscholar.org/CorpusId:596146,papers_13.bib+papers_4.bib,2,localization with graph diffusion property
Locating Faulty Methods with a Mixed RNN and Attention Model,Shouliang Yang and Junming Cao and Hushuang Zeng and Beijun Shen and Hao Zhong,2021,2021 IEEE/ACM 29th International Conference on Program Comprehension (ICPC),article,,https://api.semanticscholar.org/CorpusId:232290695,papers_10.bib+papers_11.bib,2,locating faulty methods with a mixed rnn and attention model
Locating Source Code Bugs in Software Information Systems Using Information Retrieval Techniques,A. Alawneh and Iyad Alazzam and K. Shatnawi,2022,Big Data Cogn. Comput.,article,,https://api.semanticscholar.org/CorpusId:254717685,papers_10.bib+papers_11.bib,2,locating source code bugs in software information systems using information retrieval techniques
Locus: Locating bugs from software changes,Ming Wen and Rongxin Wu and S. Cheung,2016,2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE),article,,http://dl.acm.org/citation.cfm?id=2970359,papers_10.bib+papers_11.bib,2,locus locating bugs from software changes
Low-Latency ML Inference by Grouping Correlated Data Objects and Computation,Thiago Garrett and Weijia Song and Roman Vitenberg and Ken Birman,2023,Proceedings of the 18th ACM International Systems and Storage Conference,article,,https://api.semanticscholar.org/CorpusId:266362725,papers_15.bib,1,low latency ml inference by grouping correlated data objects and computation
LUMOS: Dependency-Driven Disk-based Graph Processing,Keval Vora,2019,USENIX Annual Technical Conference,inproceedings,,https://www.usenix.org/conference/atc19/presentation/vora,papers_9.bib,1,lumos dependency driven disk based graph processing
M O N a S H Supporting Impact Analysis and Change Propagation in Software Engineering Environments Supporting Impact Analysis and Change Propagation in Software Engineering Environments,Jun Han,1996,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:18635099,papers_8.bib,1,m o n a s h supporting impact analysis and change propagation in software engineering environments supporting impact analysis and change propagation in software engineering environments
Machine Learning Systems are Stuck in a Rut,P. Barham and M. Isard,2019,Proceedings of the Workshop on Hot Topics in Operating Systems,article,,https://api.semanticscholar.org/CorpusId:153313490,papers_15.bib,1,machine learning systems are stuck in a rut
Machine learning with a reject option: a survey,Kilian Hendrickx and Lorenzo Perini and Dries Van der Plas and Wannes Meert and Jesse Davis,2021,Machine Learning,article,,https://doi.org/10.1007/s10994-024-06534-x,papers_16.bib,1,machine learning with a reject option a survey
Make Graph-Based Referring Expression Comprehension Great Again Through Expression-Guided Dynamic Gating and Regression,Jingcheng Ke and Dele Wang and Jun-Cheng Chen and I-Hong Jhuo and Chia-Wen Lin and Yen-Yu Lin,2024,IEEE Transactions on Multimedia,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=10814706,papers_4.bib,1,make graph based referring expression comprehension great again through expression guided dynamic gating and regression
Managing Hidden Dependencies in OO Software: A Study Based on Open Source Projects,N. Ajienka and A. Capiluppi and S. Counsell,2017,2017 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM),article,,https://api.semanticscholar.org/CorpusId:4715706,papers_7.bib+papers_8.bib,2,managing hidden dependencies in oo software a study based on open source projects
Managing Object-Oriented Integration and Regression Testing,Mario Winter,1999,ArXiv,article,,https://api.semanticscholar.org/CorpusId:14426787,papers_7.bib,1,managing object oriented integration and regression testing
MCP-Focus: Leveraging Function-Oriented Document Enhancement for MCP Server Retrieval,Wenchun Jing and Haiyang Shen and Haoran Wang and Qi Liu and Ningyuan Li and Chaoran Luo and Ning Zhang and Yun Ma,2026,Proceedings of the 49th International ACM SIGIR Conference on Research and Development in Information Retrieval,article,,https://api.semanticscholar.org/CorpusId:290105298,papers_5.bib,1,mcp focus leveraging function oriented document enhancement for mcp server retrieval
MetaGraphLoc: A Graph-based Meta-learning Scheme for Indoor Localization via Sensor Fusion,Yaya Etiabi and Eslam Eldeeb and Mohammad Shehab and Wafa Njima and Hirley Alves and M. Alouini and El-Mehdi Amhoud,2024,ArXiv,article,,https://api.semanticscholar.org/CorpusId:274305595,papers_13.bib,1,metagraphloc a graph based meta learning scheme for indoor localization via sensor fusion
Method for designing specialized computing systems based on hardware and software co-optimization,I. Tarasov and P. Sovietov and D. V. Lulyava and D. Mirzoyan,2024,Russian Technological Journal,article,,https://api.semanticscholar.org/CorpusId:270190825,papers_15.bib,1,method for designing specialized computing systems based on hardware and software co optimization
Methods for analyzing the impact of software changes on objective functions and safety functions,A. А. Legkodumov and B. N. Kozeyev and V. V. Belikov and A. Korolkov,2024,Russian Technological Journal,article,,https://api.semanticscholar.org/CorpusId:269060867,papers_8.bib,1,methods for analyzing the impact of software changes on objective functions and safety functions
METHODS OF CHANGE IMPACT ANALYSIS FOR PRODUCT DEVELOPMENT: A SYSTEMATIC REVIEW OF THE LITERATURE,Viktoria Mordaschew and Jan Herrmann and S. Tackenberg,2023,Proceedings of the Design Society,article,,https://api.semanticscholar.org/CorpusId:259190007,papers_7.bib+papers_8.bib,2,methods of change impact analysis for product development a systematic review of the literature
MGA-VQA: Secure and Interpretable Graph-Augmented Visual Question Answering with Memory-Guided Protection Against Unauthorized Knowledge Use,Ahmad Mohammadshirazi and Pinaki Prasad Guha Neogi and Dheeraj Kulshrestha and Rajiv Ramnath,2025,ArXiv,article,,https://arxiv.org/pdf/2511.17881.pdf,papers_4.bib,1,mga vqa secure and interpretable graph augmented visual question answering with memory guided protection against unauthorized knowledge use
Minimization of total harmonic distortions of cascaded H-bridge multilevel inverter by utilizing bio inspired AI algorithm,Muhammad Salman and I. Haq and Tanvir Ahmad and Haider Ali and Affaq Qamar and A. Basit and Murad Khan and J. Iqbal,2020,EURASIP Journal on Wireless Communications and Networking,article,,https://doi.org/10.1186/s13638-020-01686-5,papers_15.bib,1,minimization of total harmonic distortions of cascaded h bridge multilevel inverter by utilizing bio inspired ai algorithm
Mining Variable-Method Correlation for Change Impact Analysis,Chunling Hu and Bixin Li and Xiaobing Sun,2018,IEEE Access,article,,https://api.semanticscholar.org/CorpusId:56718576,papers_7.bib,1,mining variable method correlation for change impact analysis
Mining version histories for change impact analysis in business process model repositories,K. Dam and A. Ghose,2015,Comput. Ind.,article,,https://doi.org/10.1016/j.compind.2014.10.005,papers_7.bib,1,mining version histories for change impact analysis in business process model repositories
Mining version history to predict the class instability,Shahid Hussain and H. Afzal and M. Mufti and Muhammad Imran and Amjad Ali and Bashir Ahmad,2019,PLoS ONE,article,,https://api.semanticscholar.org/CorpusId:202641601,papers_7.bib,1,mining version history to predict the class instability
Mixture-of-Linguistic-Experts Adapters for Improving and Interpreting Pre-trained Language Models,Raymond Li and Gabriel Murray and G. Carenini,2023,Conference on Empirical Methods in Natural Language Processing,inproceedings,,https://api.semanticscholar.org/CorpusId:264487239,papers_9.bib,1,mixture of linguistic experts adapters for improving and interpreting pre trained language models
MOBA: A multi-objective bounded-abstention model for two-class cost-sensitive problems,Hongjiao Guan,2019,ArXiv,article,,https://api.semanticscholar.org/CorpusId:158047160,papers_16.bib,1,moba a multi objective bounded abstention model for two class cost sensitive problems
MobileDev-Bench: A Benchmark for Issue Resolution in Mobile Application Development,Moshood Fakorede and Krishna Upadhyay and A. Siddique and Umar Farooq,2026,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:286789760,papers_14.bib+papers_6.bib,2,mobiledev bench a benchmark for issue resolution in mobile application development
Model Cascading: Towards Jointly Improving Efficiency and Accuracy of NLP Systems,Neeraj Varshney and Chitta Baral,2022,ArXiv,article,,https://www.aclanthology.org/2022.emnlp-main.756.pdf,papers_15.bib,1,model cascading towards jointly improving efficiency and accuracy of nlp systems
Modeling Structured Dependency Tree with Graph Convolutional Networks for Aspect-Level Sentiment Classification,Qin Zhao and Fuli Yang and Dongdong An and Jie Lian,2024,"Sensors (Basel, Switzerland)",article,,https://api.semanticscholar.org/CorpusId:266939061,papers_9.bib,1,modeling structured dependency tree with graph convolutional networks for aspect level sentiment classification
Models for Configuration Management of Refinement Calculus Developments,K. Ross,1996,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:16375590,papers_7.bib,1,models for configuration management of refinement calculus developments
MRCoder: An Efficient Context Selecting Approach for Repository-Level Code Generation,Peiding Wang and Li Zhang and Fang Liu,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:290644558,papers_5.bib,1,mrcoder an efficient context selecting approach for repository level code generation
MRG-Bench: Evaluating and Exploring the Requirements of Context for Repository-Level Code Generation,Haiyan Li,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:280526493,papers_5.bib,1,mrg bench evaluating and exploring the requirements of context for repository level code generation
Multi-Label Protein Subcellular Localization Using Graph Attention and Self-Recalibrated Feature Representations,Baig Ayesha and Jameel Usama and Syed Hassan Lal Gilani and Maheen Asif,2025,Journal of Artificial Intelligence and Engineering Applications (JAIEA),article,,https://doi.org/10.59934/jaiea.v5i1.1710,papers_4.bib,1,multi label protein subcellular localization using graph attention and self recalibrated feature representations
Multi-perspective change impact analysis using linked data of software engineering,Chengcheng Wan and Zece Zhu and Yuchen Zhang and Yuting Chen,2016,Proceedings of the 8th Asia-Pacific Symposium on Internetware,article,,http://dl.acm.org/citation.cfm?id=2993729,papers_8.bib,1,multi perspective change impact analysis using linked data of software engineering
Multi-Sensor-Assisted Low-Cost Indoor Non-Visual Semantic Map Construction and Localization for Modern Vehicles,Guangxiao Shao and Fanyu Lin and Chao Li and Wei Shao and Wennan Chai and Xiao-Rui Xu and Mingyue Zhang and Zhen Sun and Qingdang Li,2024,"Sensors (Basel, Switzerland)",article,,https://api.semanticscholar.org/CorpusId:270908563,papers_13.bib,1,multi sensor assisted low cost indoor non visual semantic map construction and localization for modern vehicles
