task_id,status,parent_commit,target_commit,parent_available,target_available,n_changed,n_production,n_test,n_test_added,n_test_modified,n_test_deleted,n_migration,n_config_or_infra,f2p_candidacy,test_command
saleor-rc-8a03c74411d7,OK,2265f5fae9b828c2ed0dbc2aadb0b04bb816d951,8a03c74411d770143828db11ea553842c8809b4b,True,True,20,3,17,0,17,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/checkout/tests/fixtures/checkout_with_payment.py; pytest saleor/checkout/tests/test_checkout.py; pytest saleor/checkout/tests/test_checkout_complete.py; pytest saleor/checkout/tests/test_order_from_checkout.py; pytest saleor/checkout/tests/test_tasks.py; pytest saleor/graphql/checkout/tests/benchmark/test_checkout_mutations.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_add_promo_code.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_complete.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_complete_with_payment.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_complete_with_transactions.py; pytest saleor/graphql/checkout/tests/mutations/test_order_create_from_checkout.py; pytest saleor/graphql/checkout/tests/test_checkout.py; pytest saleor/graphql/checkout/tests/test_checkout_promo_codes.py; pytest saleor/graphql/payment/tests/deprecated/test_checkout_payment_create.py; pytest saleor/graphql/payment/tests/mutations/test_checkout_payment_create.py; pytest saleor/payment/tests/test_payment.py; pytest saleor/tax/tests/test_checkout_calculations.py
saleor-rc-8b0cbe2fb72f,OK,c566698beb76a56c064b46c51abbf64c2635d814,8b0cbe2fb72f0137567c64d16bd3bfa12962cbd3,True,True,5,2,3,0,3,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/payment/gateways/adyen/tests/webhooks/test_handle_api_response.py; pytest saleor/payment/gateways/adyen/tests/webhooks/test_handle_notifications.py; pytest saleor/payment/gateways/stripe/tests/test_webhooks.py
saleor-rc-8c8d9db54d63,OK,295bebacb09424f65587827b5fce4c71d32771fe,8c8d9db54d63d747bc5ec32807cb94361a952fe9,True,True,4,2,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/order/tests/queries/test_order_with_sort.py; pytest saleor/graphql/product/tests/queries/test_products_query.py
saleor-rc-8d911cb27289,OK,a5c3dd97b5c81bb8121617ed019971fb96ab8172,8d911cb2728978bcce0dee056a9f016c1a5eb5ce,True,True,1,1,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-8e6164e3d123,OK,570e51a78e1ebb7a9d0c828239d333a498e544a6,8e6164e3d12327496660f91f836d5c3222d8d2b6,True,True,5,3,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/app/tests/mutations/test_app_create.py; pytest saleor/graphql/app/tests/mutations/test_app_update.py
saleor-rc-8eb11da07f09,OK,bdb2f9d05d339fb0f07d9aa6946c60284b08a836,8eb11da07f09437374cb82daa6f10a80a11a1c90,True,True,5,4,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/queries/test_products_query_with_where.py
saleor-rc-8f99df03562b,OK,cd352b906183693b949ef2de919105b4eab22cd4,8f99df03562b8a3672f2477ffa44009adfb59dff,True,True,2,2,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-9057e82cea23,OK,9c7a8b4b8aa8d8a50d5ff0f5c15365c1a5c89f1d,9057e82cea2335edb4ea0545911e39b5e6d90c1a,True,True,5,3,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/checkout/tests/test_checkout.py; pytest saleor/graphql/order/tests/test_order.py
saleor-rc-940b759d6c6f,OK,e390d38cd89a5098ac8f110d55609456a238c1db,940b759d6c6f8a2114a1ff1b052d7bec4d03901d,True,True,2,2,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-940b8d83ec5c,OK,f6d2a71ff9620a40017dc8a634a7822cbcc19285,940b8d83ec5c09aa19416c8bcf38d5c28696a991,True,True,13,4,9,2,7,0,0,0,STRONG_F2P_CANDIDATE,pytest saleor/checkout/tests/test_actions.py; pytest saleor/checkout/tests/test_calculations.py; pytest saleor/graphql/checkout/tests/benchmark/test_checkout_mutations.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_complete_with_transactions.py; pytest saleor/order/tests/test_order_utils.py; pytest saleor/tests/e2e/checkout/test_checkout_complete_with_gift_card_recalculcates_status_for_other_checkout.py; pytest saleor/tests/e2e/checkout/test_checkout_complete_with_transaction_and_gift_card.py; pytest saleor/tests/e2e/checkout/utils/query_checkout.py; pytest saleor/tests/e2e/checkout/zero_total/test_pay_for_total_checkout_with_gift_card.py
saleor-rc-954887b39f13,OK,07f8aad09d81408ffdc89b0980916c349d6a34ef,954887b39f13ab0beabb11a604bd3bf9de1b4c0e,True,True,8,3,5,0,5,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/plugins/webhook/tests/test_list_shipping_methods_for_checkout.py; pytest saleor/plugins/webhook/tests/test_list_stored_payment_methods_webhook.py; pytest saleor/plugins/webhook/tests/test_payment_method_initialize_tokenization.py; pytest saleor/plugins/webhook/tests/test_payment_method_process_tokenization.py; pytest saleor/plugins/webhook/tests/test_stored_payment_method_request_delete.py
saleor-rc-95db464ad4ea,OK,ef6d403325fef9a9a0df34ca624dd7423ae31689,95db464ad4ea43495af45a296ca5fbd5114823df,True,True,9,1,5,0,5,0,3,0,MODIFIED_TEST_CANDIDATE,pytest saleor/app/tests/test_app_commands.py; pytest saleor/app/tests/test_installation_utils.py; pytest saleor/graphql/app/tests/mutations/test_app_create.py; pytest saleor/graphql/app/tests/mutations/test_app_install.py; pytest saleor/graphql/payment/tests/mutations/test_transaction_event_report.py
saleor-rc-95dbffbc523a,OK,ffe3a3ece0fb29cfbb7c02a032c86da31d17e8b3,95dbffbc523a5a8865ead2a2649913491ac8e89c,True,True,4,1,3,0,3,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/order/tests/mutations/test_order_capture.py; pytest saleor/graphql/payment/tests/mutations/test_transaction_event_report.py; pytest saleor/graphql/payment/tests/mutations/test_transaction_update.py
saleor-rc-9701eb8d7ec2,OK,a5d729d2f0e52cdb256b41a34d4bce3ef0adfa8c,9701eb8d7ec2264660253c7b588564e530c404b2,True,True,2,2,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-99041211cf9e,OK,04f852ab9452fab6826a0945e09e00bfee97ea6b,99041211cf9e01f39c1c7f8ffffbcbbdaea550bc,True,True,7,5,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/order/tests/test_emails.py; pytest saleor/order/tests/test_order_actions.py
saleor-rc-99f9e28f8b6f,OK,594b8e8e3b847cf821ecd8637f16abce411264e0,99f9e28f8b6f9dc5029a6b3082a66ab546e07f01,True,True,4,1,1,0,1,0,0,2,MODIFIED_TEST_CANDIDATE,pytest saleor/plugins/tests/test_email_common.py
saleor-rc-9abf7176cfdc,OK,fe3706a620e932a8cd1ff6dca57edf9ef51a81a9,9abf7176cfdce140fcb0302dea339ce00bb90f82,True,True,8,8,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-9b88221ba8c2,OK,1a78e37e24738b7d48f4f3bf48f6be7387c80f43,9b88221ba8c270b183ef17f6288045fcbe1fee96,True,True,13,9,4,0,4,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/app/tests/test_installation_utils.py; pytest saleor/graphql/app/tests/mutations/test_app_create.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/fixtures.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/test_create_deliveries_for_subscription.py
saleor-rc-9b96c1602b1f,OK,b7b423c15e85e5b19cda1ae7ef976e2ffcfba117,9b96c1602b1fb419131fd0151483c668f1d0c8b8,True,True,5,3,1,0,1,0,1,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/giftcard/tests/mutations/test_gift_card_create.py
saleor-rc-9bc1b1134cc3,OK,0c76055f831d7048f0e43d9a52fde737cd0b4369,9bc1b1134cc39bf4d941ae5ca6599299437b6fc6,True,True,4,4,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-9c032845e29b,OK,6f12f721d271f6cd1757a88100ed76d0636df202,9c032845e29b8d5dc1d40ee812fc2111b6bb2f42,True,True,6,5,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/queries/test_product_query.py
saleor-rc-a11ed9984b87,OK,e95b19d0e9bdd38d26334e633ffa00ecfb445566,a11ed9984b877994ab32b21fabfff62ef501d407,True,True,1,1,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-a17f11cf7e87,OK,54bbb04b895460cb88d624edb49eb37596d66e30,a17f11cf7e877227a930f7a6abda8b2a6ecbac5e,True,True,5,3,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/giftcard/tests/test_utils.py; pytest saleor/graphql/order/tests/test_fulfillment.py
saleor-rc-a1e1e2554327,OK,474c0c4f52a92ff2c4299a775aea8887387b84e1,a1e1e2554327d91038149233c46ff05d5169ccad,True,True,4,2,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/app/tests/queries/test_app_extension.py; pytest saleor/graphql/tests/fixtures.py
saleor-rc-a25c73e9f74b,OK,5b95bbf929aad091032a2faeba54f21d2fe68b4d,a25c73e9f74b78e8d709968fe8263a6c8fdafa8e,True,True,7,7,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-a36d8a8d0c0c,OK,d0dfacb56283f5b614dbd1af0a0b10d64002bcf1,a36d8a8d0c0c073a13ddbf5852707bd32e5c213f,True,True,4,3,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/mutations/test_product_variant_bulk_update.py
saleor-rc-a576e993bab7,OK,d7a707f8aec18d38e6e90f462ce9175b5937833e,a576e993bab7d31d9cccb1bc336b681161bc33e2,True,True,4,3,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/giftcard/tests/queries/test_gift_card_filtering.py
saleor-rc-a5e831779345,OK,86aecd86220263ec456a33591357b07027ce0e0c,a5e83177934590f18ae0d3b0b92c7cb86d6fc1d5,True,True,2,1,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/test_product.py
saleor-rc-a650f8f05c02,OK,dfca812042037dc33b7d856828ed86689ae86e82,a650f8f05c025de7c12ed5301b72a9d8ba9bf811,True,True,12,3,9,0,9,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/account/tests/mutations/staff/test_customer_delete.py; pytest saleor/graphql/discount/tests/mutations/test_sale_bulk_delete.py; pytest saleor/graphql/page/tests/mutations/test_page_create.py; pytest saleor/graphql/page/tests/mutations/test_page_delete.py; pytest saleor/graphql/page/tests/mutations/test_page_types_bulk_delete.py; pytest saleor/graphql/page/tests/mutations/test_page_update.py; pytest saleor/graphql/product/tests/mutations/test_product_delete.py; pytest saleor/graphql/translations/tests/test_translations.py; pytest saleor/plugins/webhook/tests/test_webhook.py
saleor-rc-a6c09d5579d6,OK,52cb0e00895760c16277e3d9cad63b867f313242,a6c09d5579d6bd80cba0f6ac3b03f009ca006971,True,True,5,2,0,0,0,0,3,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-a7a2bf4146ba,OK,bac19498f13b7b1c38e8b2a6e3f14bac48faabe7,a7a2bf4146ba1afa6ac8e048e209d631e5443711,True,True,6,2,4,0,4,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/page/tests/deprecated/test_page_create.py; pytest saleor/graphql/page/tests/mutations/test_page_create.py; pytest saleor/graphql/product/tests/test_product.py; pytest saleor/graphql/product/tests/test_variant.py
saleor-rc-a9121e630814,OK,81c1d741fc24bebf0ac4025f7cbccc0862bb2d5a,a9121e630814c3b1940eb70f5a4d2bd0e41fb4ad,True,True,5,3,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/account/tests/test_account.py; pytest saleor/tests/fixtures.py
saleor-rc-a93a877388ae,OK,745b92f1f302726fd5e53da3a4c41302d9d7dd06,a93a877388aefe4277e1adde93c81bdfb6b09c95,True,True,4,3,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/test_product.py
saleor-rc-a9e79dac40a2,OK,ccd3960acd1d058528d9796c2b9ff096f28d848e,a9e79dac40a2f203417a5e822c26d62359f6645c,True,True,7,4,2,0,2,0,1,0,MODIFIED_TEST_CANDIDATE,pytest saleor/app/tests/test_validators.py; pytest saleor/graphql/app/tests/mutations/test_app_fetch_manifest.py
saleor-rc-aa2bcdd0c218,OK,9d2b2cdd72c40b4841cf4101f4fb125e3b396250,aa2bcdd0c2184766e3fa0354cd9ca21c05a432fd,True,True,6,3,3,0,3,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/attribute/tests/mutations/test_attribute_create.py; pytest saleor/graphql/attribute/tests/queries/test_attribute_query.py; pytest saleor/graphql/product/tests/test_product.py
saleor-rc-aa814bd5f355,OK,15d39085ad767b294ba6d83935247f67597efbe1,aa814bd5f35544df10e5ac258913d14e59343e4e,True,True,16,6,10,1,9,0,0,0,STRONG_F2P_CANDIDATE,pytest saleor/graphql/checkout/tests/mutations/test_checkout_create.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_delivery_method_update.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_lines_add.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_lines_update.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_remove_promo_code.py; pytest saleor/graphql/checkout/tests/mutations/test_checkout_shipping_method_update.py; pytest saleor/graphql/webhook/tests/mutations/test_webhook_trigger.py; pytest saleor/webhook/tests/fixtures/webhook.py; pytest saleor/webhook/transport/asynchronous/tests/test_deferred_payload.py; pytest saleor/webhook/transport/tests/test_utils.py
saleor-rc-ab6c29ba265d,OK,46757ac242b983a6fbae76e0f56d58928743e1ab,ab6c29ba265d5a38ea7ce16b96c362d472f053e1,True,True,7,4,3,1,2,0,0,0,STRONG_F2P_CANDIDATE,pytest saleor/graphql/product/tests/test_product.py; pytest saleor/graphql/product/tests/test_utils.py; pytest saleor/graphql/product/tests/test_variant.py
saleor-rc-add4064d238e,OK,68c4e1aa57989854807f841a1f55dcf6e754b29c,add4064d238ea4b1f012786f72d3e566221b436b,True,True,15,9,6,0,6,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/account/tests/test_notifications.py; pytest saleor/graphql/account/tests/test_account.py; pytest saleor/plugins/admin_email/tests/conftest.py; pytest saleor/plugins/admin_email/tests/test_notify_events.py; pytest saleor/plugins/admin_email/tests/test_plugin.py; pytest saleor/plugins/admin_email/tests/test_tasks.py
saleor-rc-aea05da547c8,OK,e7a1f97043f9326d64c0f67f123e6b4f35dfd210,aea05da547c8df078082d2a59e12a9cd54192f3c,True,True,2,1,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/mutations/test_product_variant_bulk_update.py
saleor-rc-b0245506e69b,OK,b6a4fab72aba91e8894dcbe9b38c0b7abfc0f205,b0245506e69b77bcd8d11b375897b4eb018023d4,True,True,15,10,5,0,5,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/account/tests/test_account.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/fixtures.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/payloads.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/subscription_queries.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/test_create_deliveries_for_subscription.py
saleor-rc-b0672eea0422,OK,87531ade76bd2d04f35354fa3ef5672df995fea9,b0672eea04229f2a2194c64162bade73eb246047,True,True,4,3,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/test_product.py
saleor-rc-b2622810adf1,OK,5eaf1975645e2afe163a073506e066b140e1c91a,b2622810adf1cad70ea4f10cee82f8db6f76ef8b,True,True,7,4,3,0,3,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/checkout/tests/test_checkout.py; pytest saleor/graphql/payment/tests/test_payment.py; pytest saleor/payment/gateways/stripe/tests/test_utils.py
saleor-rc-b2e3652af826,OK,b88bf39c5504b9705237b8e4fd376082e10e6f69,b2e3652af826f151135834ecbc67e05b53b4f0fe,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/checkout/tests/test_checkout.py
saleor-rc-b356a525ba2a,OK,68e80f40e6a4f670a2a4b5265cc94db4b0a35cfa,b356a525ba2ab918b85b6b617ac4df499e70e247,True,True,15,8,7,0,7,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/app/tests/fixtures/app_extension.py; pytest saleor/app/tests/test_installation_utils.py; pytest saleor/app/tests/test_validators.py; pytest saleor/graphql/app/tests/benchmarks/test_app_extensions.py; pytest saleor/graphql/app/tests/mutations/test_app_fetch_manifest.py; pytest saleor/graphql/app/tests/queries/test_app_extension.py; pytest saleor/graphql/app/tests/queries/test_app_extensions.py
saleor-rc-b35783838e51,OK,e7e1907c2e9911f339871a3e9edfbd9ea139b1bc,b35783838e51cfc118e07d632f64b01bc3a2c4bb,True,True,5,4,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/account/tests/mutations/account/test_account_register.py
saleor-rc-b41168d9077d,OK,02236f6b1603a0fc4abb2f2eb8f2301685a6d86e,b41168d9077d671e1a553767c7b1be262600a742,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/webhook/tests/mutations/test_webhook_trigger.py
saleor-rc-b60266933f7a,OK,0bf31765e60adbc2c648f2dd8f920ffe9095cb4a,b60266933f7a9563613de9e6e9d151e6ade36c97,True,True,18,8,10,2,8,0,0,0,STRONG_F2P_CANDIDATE,pytest saleor/graphql/checkout/tests/test_checkout.py; pytest saleor/graphql/product/tests/test_product.py; pytest saleor/graphql/product/tests/test_product_channel_listings_queries.py; pytest saleor/graphql/product/tests/test_variant.py; pytest saleor/graphql/product/tests/test_variant_pricing.py; pytest saleor/graphql/tests/test_utils.py; pytest saleor/graphql/warehouse/tests/test_dataloaders.py; pytest saleor/graphql/warehouse/tests/test_stock.py; pytest saleor/tests/fixtures.py; pytest saleor/warehouse/tests/test_warehouse.py
saleor-rc-b79cf8f91f04,OK,5646e7c4fbaaebb2260d2183cdbc65499bbefc59,b79cf8f91f04a919b16912bdb6ec1aae0ec85cad,True,True,12,6,6,4,2,0,0,0,STRONG_F2P_CANDIDATE,pytest saleor/app/tests/fixtures/app.py; pytest saleor/checkout/tests/fixtures/checkout.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_checkout_created.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_checkout_fully_paid.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_checkout_metadata_updated.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/filterable_webhooks/test_checkout_updated.py
saleor-rc-b84bf6595f49,OK,62870077870790b5367c516ceef576c087fd9574,b84bf6595f49b23cea2ba25b7f1b816c351a542e,True,True,4,4,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-b8786c1bf4d3,OK,bf7d29c1f4093577c3e08738a6d9da9de388f403,b8786c1bf4d3a6f47963e546634c6e3732ca2345,True,True,3,1,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/payment/gateways/adyen/tests/webhooks/test_handle_additional_actions.py; pytest saleor/payment/gateways/adyen/tests/webhooks/test_handle_notifications.py
saleor-rc-b97d1d9c7064,OK,1cb32c1b70731af728ff9cb3729d4925e5d748ca,b97d1d9c70647376e0950a945c20d1cfd2dc3617,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/account/tests/queries/test_user.py
saleor-rc-ba0f225cc7d3,OK,d0ab3ca2b5a4080c993bb0fc90b0330bbff29ca8,ba0f225cc7d338deeb2ed19929b432208470a69f,True,True,2,1,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/tests/test_utils.py
saleor-rc-ba4ff17faab4,OK,0ea29888230782e1cf94387733daf8853b7b44d1,ba4ff17faab45eba3afa4d1d153b4505b42270f1,True,True,5,2,3,0,3,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/product/tests/test_product.py; pytest saleor/graphql/product/tests/test_variant.py; pytest saleor/tests/fixtures.py
saleor-rc-bcd9f60d2aef,OK,938f0c027422449bf39b9a0962149ba4204f24a2,bcd9f60d2aef8553e5ba522f2acd8437d7a0b7f2,True,True,5,4,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/translations/tests/test_translations.py
saleor-rc-bd0c56fc787e,OK,753140cda1727f3180374254319df62ed25980c6,bd0c56fc787ee5d6ff14a4eda0f1087371902b89,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/shop/tests/test_shop.py
saleor-rc-bd11af3ea0a4,OK,d73ce407c2f1b1d5d7c4b5ab13dcc770751ded12,bd11af3ea0a496febb937759cbe59bb9cb7b90f4,True,True,2,1,1,1,0,0,0,0,STRONG_F2P_CANDIDATE,pytest saleor/graphql/checkout/tests/benchmark/test_checkout.py
saleor-rc-bd64d6fdbe4b,OK,becbbdd78660859bc1b8cd424799aff72f1935e6,bd64d6fdbe4b16280eb061d88ab0ddd90533c64e,True,True,3,1,2,0,2,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/payment/tests/mutations/test_transaction_event_report.py; pytest saleor/graphql/payment/tests/mutations/test_transaction_update.py
saleor-rc-bdb2f9d05d33,OK,d273fd97a46ac0c5a009816dc6bab1147adb4b2d,bdb2f9d05d339fb0f07d9aa6946c60284b08a836,True,True,1,1,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-bf938e731bd8,OK,3e9470ff3e30a2b9991bf659d1dd42b5c89c8b4e,bf938e731bd869e3da282917eeb14b8ce0dce306,True,True,14,13,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/core/tests/test_graphql.py
saleor-rc-c0d4785abd74,OK,ac3e7b4bd2feded5220f21f847f69ea52e8113c7,c0d4785abd7410108364b4e0830862143cc9940c,True,True,15,8,7,0,7,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/payment/tests/mutations/test_transaction_initialize.py; pytest saleor/graphql/payment/tests/mutations/test_transaction_process.py; pytest saleor/plugins/tests/test_manager.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/test_create_deliveries_for_transaction_initialize_session.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/test_create_deliveries_for_transaction_process_session.py; pytest saleor/plugins/webhook/tests/test_transaction_initialize_session_webhook.py; pytest saleor/plugins/webhook/tests/test_transaction_process_session_webhook.py
saleor-rc-c12e83aac8f6,OK,c5828cf6202042a07811e40802f5cc320ba4fa1d,c12e83aac8f643ef1c393e6762d4cbe6dd1af102,True,True,15,8,7,0,7,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/discount/tests/test_discounts.py; pytest saleor/graphql/order/tests/mutations/test_order_discount.py; pytest saleor/order/tests/test_apply_order_discount.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/test_create_deliveries_for_taxes.py; pytest saleor/tax/tests/test_order_calculations.py; pytest saleor/tests/fixtures.py; pytest saleor/webhook/tests/test_webhook_payloads.py
saleor-rc-c18e40f5b6f3,OK,d880b7956320ae33fe3ff1318617acae1dbf8013,c18e40f5b6f301b72cd3a8bcf5deabdd8b0b1bd8,True,True,5,5,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-c27cc94d06ff,OK,ceeb65c333e606bc2b23f191d0e9f450ee8ecf00,c27cc94d06ff246bbef2b51968853d4336cc15ad,True,True,1,1,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-c31fb4cfd08f,OK,a11ed9984b877994ab32b21fabfff62ef501d407,c31fb4cfd08f5578c90b9109f98f662b119e208a,True,True,2,1,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/app/tests/mutations/test_app_fetch_manifest.py
saleor-rc-c38263743e9e,OK,4a0bcd768f6de02aa41651251904ad84f9bd714d,c38263743e9ea67c2c198e731f2a6490c700aa57,True,True,9,5,1,1,0,0,0,3,STRONG_F2P_CANDIDATE,pytest saleor/core/tests/test_http_client.py
saleor-rc-c428b47bddc5,OK,c28b12323141208257338c3619a57bd2dc8b1922,c428b47bddc57dc1f3f4e34c202466e39a61e9d2,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/order/tests/test_order.py
saleor-rc-c4dac9df4baf,OK,076b32ce4bb9962b4ef55c41d7ae31fbb568464c,c4dac9df4bafc289f28752fd57410817dfa42cee,True,True,20,13,4,0,4,0,3,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/payment/tests/mutations/test_transaction_initialize.py; pytest saleor/graphql/payment/tests/queries/test_transaction.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/test_create_deliveries_for_transaction_initialize_session.py; pytest saleor/plugins/webhook/tests/test_transaction_initialize_session_webhook.py
saleor-rc-c6220233ccb1,OK,65d4c832296490dbf4396db04f084d99bdcc89ae,c6220233ccb1ed14fbd66c48b7febbbe62cf4411,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/order/tests/test_fulfillment.py
saleor-rc-c7207e71e0d3,OK,1748c77271a4746fdaf5688e918d1a68aa175379,c7207e71e0d303ebd01cb01c35649290c7bceacd,True,True,10,7,3,0,3,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/plugins/webhook/tests/subscription_webhooks/fixtures.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/subscription_queries.py; pytest saleor/plugins/webhook/tests/subscription_webhooks/test_create_deliveries_for_subscription.py
saleor-rc-c74d62286403,OK,0264b50a6f00c965168c8afc83e65fdd660ae968,c74d62286403d1c2d8dd7295c39296c770a9690f,True,True,3,3,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-c87441bb1464,OK,c0242fda91d7ec028f65054a37bc2a864d3526f7,c87441bb1464abaede7ef4dfd38c22e163ec483f,True,True,3,2,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/giftcard/tests/mutations/test_gift_card_create.py
saleor-rc-c8d4cb2844e6,OK,d38c5f7025a2776a87e4444fcb8e10cdc1abb49e,c8d4cb2844e65d88c0fd4ab87b6213171b6db565,True,True,2,2,0,0,0,0,0,0,NO_CHANGED_TEST_EVIDENCE,
saleor-rc-c9c1cc0968d3,OK,e04d8fc23897c8c1cd8c0353e80ae52b7c41f36d,c9c1cc0968d3da65502640b7203f44ebf24d12fc,True,True,4,3,1,0,1,0,0,0,MODIFIED_TEST_CANDIDATE,pytest saleor/graphql/order/tests/test_fulfillment.py
saleor-rc-cae629dc4166,OK,cbd7310268c66f6b4ac8b1e60cc748669e947a70,cae629dc41669454d71bff48238b7eeaaa651656,True,True,6,4,2,1,1,0,0,0,STRONG_F2P_CANDIDATE,pytest saleor/graphql/attribute/tests/test_utils.py; pytest saleor/graphql/product/tests/benchmark/test_product_bulk_create.py
